title,studio,domestic_gross,foreign_gross,year,total_gross,title_norm
Now You See Me,LG/S,117700000.0,234000000.0,2013,351700000.0,now you see me
The Smurfs 2,Sony,71000000.0,276500000.0,2013,347500000.0,the smurfs 2
The Conjuring,WB (NL),137400000.0,182100000.0,2013,319500000.0,the conjuring
A Good Day to Die Hard,Fox,67300000.0,237300000.0,2013,304600000.0,a good day to die hard
Oblivion,Uni.,89100000.0,197100000.0,2013,286200000.0,oblivion
Elysium,TriS,93100000.0,193100000.0,2013,286200000.0,elysium
Turbo,Fox,83000000.0,199500000.0,2013,282500000.0,turbo
Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000.0,2013,274300000.0,cloudy with a chance of meatballs 2
We're the Millers,WB (NL),150400000.0,119600000.0,2013,270000000.0,were the millers
Epic,Fox,107500000.0,160900000.0,2013,268400000.0,epic
The Lone Ranger,BV,89300000.0,171200000.0,2013,260500000.0,the lone ranger
American Hustle,Sony,150100000.0,101100000.0,2013,251200000.0,american hustle
Grown Ups 2,Sony,133699999.0,113300000.0,2013,246999999.0,grown ups 2
After Earth,Sony,60500000.0,183300000.0,2013,243800000.0,after earth
Planes,BV,90300000.0,149000000.0,2013,239300000.0,planes
The Heat,Fox,159600000.0,70300000.0,2013,229900000.0,the heat
Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000.0,2013,226300000.0,hansel and gretel witch hunters
Captain Phillips,Sony,107100000.0,111700000.0,2013,218800000.0,captain phillips
White House Down,Sony,73100000.0,132300000.0,2013,205400000.0,white house down
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000.0,2013,199900000.0,percy jackson sea of monsters
Lost in Thailand,WAMCR,57400.0,197700000.0,2013,197757400.0,lost in thailand
Jack the Giant Slayer,WB (NL),65200000.0,132500000.0,2013,197700000.0,jack the giant slayer
The Secret Life of Walter Mitty,Fox,58200000.0,129900000.0,2013,188100000.0,the secret life of walter mitty
12 Years a Slave,FoxS,56700000.0,131100000.0,2013,187800000.0,12 years a slave
Lee Daniels' The Butler,Wein.,116600000.0,60000000.0,2013,176600000.0,lee daniels the butler
Identity Thief,Uni.,134500000.0,39500000.0,2013,174000000.0,identity thief
Anchorman 2: The Legend Continues,Par.,125200000.0,46300000.0,2013,171500000.0,anchorman 2 the legend continues
Olympus Has Fallen,FD,98900000.0,71300000.0,2013,170200000.0,olympus has fallen
Insidious Chapter 2,FD,83600000.0,78300000.0,2013,161900000.0,insidious chapter 2
Lone Survivor,Uni.,125100000.0,29700000.0,2013,154800000.0,lone survivor
Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000.0,2013,151800000.0,jackass presents bad grandpa
47 Ronin,Uni.,38400000.0,113400000.0,2013,151800000.0,47 ronin
Red 2,LG/S,53300000.0,94800000.0,2013,148100000.0,red 2
Mama,Uni.,71600000.0,74800000.0,2013,146400000.0,mama
Escape Plan,LG/S,25100000.0,112200000.0,2013,137300000.0,escape plan
Last Vegas,CBS,63900000.0,70500000.0,2013,134400000.0,last vegas
2 Guns,Uni.,75600000.0,56300000.0,2013,131900000.0,2 guns
Walking with Dinosaurs,Fox,36100000.0,90500000.0,2013,126600000.0,walking with dinosaurs
This is the End,Sony,101500000.0,24600000.0,2013,126100000.0,this is the end
Ender's Game,LG/S,61700000.0,63800000.0,2013,125500000.0,enders game
Prisoners,WB,61000000.0,61100000.0,2013,122100000.0,prisoners
Saving Mr. Banks,BV,83300000.0,34600000.0,2013,117900000.0,saving mr banks
Warm Bodies,LG/S,66400000.0,50600000.0,2013,117000000.0,warm bodies
Jurassic Park 3D,Uni.,45400000.0,71100000.0,2013,116500000.0,jurassic park 3d
Personal Tailor,CL,376000.0,115800000.0,2013,116176000.0,personal tailor
Free Birds,Rela.,55800000.0,54600000.0,2013,110400000.0,free birds
Gangster Squad,WB,46000000.0,59200000.0,2013,105200000.0,gangster squad
Philomena,Wein.,37700000.0,62400000.0,2013,100100000.0,philomena
Instructions Not Included,LGF,44500000.0,54600000.0,2013,99100000.0,instructions not included
Riddick,Uni.,42000000.0,56300000.0,2013,98300000.0,riddick
Safe Haven,Rela.,71300000.0,26200000.0,2013,97500000.0,safe haven
Evil Dead (2013),TriS,54200000.0,43300000.0,2013,97500000.0,evil dead
Blue Jasmine,SPC,33400000.0,64099999.0,2013,97499999.0,blue jasmine
The Mortal Instruments: City of Bones,SGem,31200000.0,64200000.0,2013,95400000.0,the mortal instruments city of bones
The Internship,Fox,44700000.0,48800000.0,2013,93500000.0,the internship
Rush (2013),Uni.,26900000.0,63300000.0,2013,90200000.0,rush
The Purge,Uni.,64500000.0,24900000.0,2013,89400000.0,the purge
Dhoom 3,Yash,8000000.0,80000000.0,2013,88000000.0,dhoom 3
About Time,Uni.,15300000.0,71800000.0,2013,87100000.0,about time
Pain and Gain,Par.,49900000.0,36300000.0,2013,86200000.0,pain and gain
Carrie (2013),SGem,35300000.0,49500000.0,2013,84800000.0,carrie
The Family (2013),Rela.,36900000.0,41500000.0,2013,78400000.0,the family
Scary Movie 5,W/Dim.,32000000.0,46400000.0,2013,78400000.0,scary movie 5
R.I.P.D.,Uni.,33600000.0,44700000.0,2013,78300000.0,ripd
Tiny Times,CL,23500.0,77700000.0,2013,77723500.0,tiny times
The Book Thief,Fox,21500000.0,55100000.0,2013,76600000.0,the book thief
Escape From Planet Earth,Wein.,57000000.0,17600000.0,2013,74600000.0,escape from planet earth
August: Osage County,Wein.,37700000.0,36500000.0,2013,74200000.0,august osage county
The Best Man Holiday,Uni.,70500000.0,2300000.0,2013,72800000.0,the best man holiday
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000.0,2013,72287800.0,young detective dee rise of the sea dragon
The Counselor,Fox,17000000.0,54000000.0,2013,71000000.0,the counselor
The Call,TriS,51900000.0,16700000.0,2013,68600000.0,the call
One Direction: This is Us,TriS,28900000.0,39700000.0,2013,68600000.0,one direction this is us
The Grandmaster,Wein.,6600000.0,57500000.0,2013,64100000.0,the grandmaster
Side Effects (2013),ORF,32200000.0,31200000.0,2013,63400000.0,side effects
The Host (2013),ORF,26600000.0,36700000.0,2013,63300000.0,the host
Runner Runner,Fox,19300000.0,43400000.0,2013,62700000.0,runner runner
From Up on Poppy Hill,GK,1000000.0,60000000.0,2013,61000000.0,from up on poppy hill
Kick-Ass 2,Uni.,28800000.0,32000000.0,2013,60800000.0,kickass 2
A Haunted House,ORF,40000000.0,20100000.0,2013,60100000.0,a haunted house
Beautiful Creatures (2013),WB,19500000.0,40600000.0,2013,60100000.0,beautiful creatures
Quartet,Wein.,18400000.0,41100000.0,2013,59500000.0,quartet
Dallas Buyers Club,Focus,27300000.0,27900000.0,2013,55200000.0,dallas buyers club
The Face Reader,PM&E,516000.0,54100000.0,2013,54616000.0,the face reader
Tyler Perry's A Madea Christmas,LGF,52500000.0,853000.0,2013,53353000.0,tyler perrys a madea christmas
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000.0,2013,53200000.0,tyler perrys temptation confessions of a marriage counselor
Delivery Man,BV,30700000.0,19300000.0,2013,50000000.0,delivery man
The Berlin File,CJ,665000.0,48300000.0,2013,48965000.0,the berlin file
The Last Stand,LGF,12100000.0,36300000.0,2013,48400000.0,the last stand
21 and Over,Rela.,25700000.0,22400000.0,2013,48100000.0,21 and over
Her (2013),WB,25600000.0,21800000.0,2013,47400000.0,her
Tiny Times 2,CL,43800.0,47200000.0,2013,47243800.0,tiny times 2
Texas Chainsaw 3D,LGF,34300000.0,12900000.0,2013,47200000.0,texas chainsaw 3d
The Big Wedding,LGF,21800000.0,24700000.0,2013,46500000.0,the big wedding
Parker,FD,17600000.0,28600000.0,2013,46200000.0,parker
The World's End,Focus,26000000.0,20100000.0,2013,46100000.0,the worlds end
Grudge Match,WB,29800000.0,15100000.0,2013,44900000.0,grudge match
Homefront,ORF,20200000.0,22900000.0,2013,43100000.0,homefront
Snitch,LG/S,42900000.0,18700000.0,2013,61600000.0,snitch
Jobs,ORF,16100000.0,19800000.0,2013,35900000.0,jobs
The Place Beyond the Pines,Focus,21400000.0,14100000.0,2013,35500000.0,the place beyond the pines
Inside Llewyn Davis,CBS,13200000.0,19700000.0,2013,32900000.0,inside llewyn davis
Mud,RAtt.,21600000.0,11000000.0,2013,32600000.0,mud
Movie 43,Rela.,8800000.0,23600000.0,2013,32400000.0,movie 43
Kevin Hart: Let Me Explain,LG/S,32200000.0,74000.0,2013,32274000.0,kevin hart let me explain
Spring Breakers,A24,14100000.0,17600000.0,2013,31700000.0,spring breakers
New World (2013),WGUSA,458000.0,31200000.0,2013,31658000.0,new world
Don Jon,Rela.,24500000.0,6000000.0,2013,30500000.0,don jon
I Give It a Year,Magn.,34700.0,28200000.0,2013,28234700.0,i give it a year
Nebraska,Par.,17700000.0,10000000.0,2013,27700000.0,nebraska
The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000.0,2013,27400000.0,the incredible burt wonderstone
Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000.0,2013,27300000.0,mandela long walk to freedom
Khumba,MNE,1000.0,27200000.0,2013,27201000.0,khumba
Dark Skies,W/Dim.,17400000.0,9000000.0,2013,26400000.0,dark skies
Enough Said,FoxS,17600000.0,7700000.0,2013,25300000.0,enough said
Trance,FoxS,2300000.0,21900000.0,2013,24200000.0,trance
"The Way, Way Back",FoxS,21500000.0,1700000.0,2013,23200000.0,the way way back
Kon-Tiki,Wein.,1500000.0,21300000.0,2013,22800000.0,kontiki
Baggage Claim,FoxS,21600000.0,887000.0,2013,22487000.0,baggage claim
Diana,EOne,335000.0,21400000.0,2013,21735000.0,diana
The Great Beauty,Jan.,2900000.0,18500000.0,2013,21400000.0,the great beauty
The Sapphires,Wein.,2500000.0,18000000.0,2013,20500000.0,the sapphires
Broken City,Fox,19700000.0,18700000.0,2013,38400000.0,broken city
The Company You Keep,SPC,5100000.0,14500000.0,2013,19600000.0,the company you keep
The Bling Ring,A24,5800000.0,13300000.0,2013,19100000.0,the bling ring
You're Next,LGF,18500000.0,18700000.0,2013,37200000.0,youre next
Dead Man Down,FD,10900000.0,7200000.0,2013,18100000.0,dead man down
Admission,Focus,18000000.0,18700000.0,2013,36700000.0,admission
Fruitvale Station,Wein.,16100000.0,1300000.0,2013,17400000.0,fruitvale station
Battle of the Year,SGem,8900000.0,7700000.0,2013,16600000.0,battle of the year
Out of the Furnace,Rela.,11300000.0,4300000.0,2013,15600000.0,out of the furnace
Billy and Buddy,Distrib.,900.0,15200000.0,2013,15200900.0,billy and buddy
The Last Exorcism Part II,CBS,15200000.0,18700000.0,2013,33900000.0,the last exorcism part ii
Machete Kills,ORF,8000000.0,7000000.0,2013,15000000.0,machete kills
Journey to the South Pacific,Imax,7600000.0,6500000.0,2013,14100000.0,journey to the south pacific
Paranoia,Rela.,7400000.0,6400000.0,2013,13800000.0,paranoia
All Is Lost,RAtt.,6300000.0,7400000.0,2013,13700000.0,all is lost
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000.0,2013,12976000.0,puella magi madoka magica the movie rebellion
Stoker,FoxS,1700000.0,10400000.0,2013,12100000.0,stoker
In the House,Cohen,390000.0,11500000.0,2013,11890000.0,in the house
I'm So Excited,SPC,1400000.0,10400000.0,2013,11800000.0,im so excited
Haute Cuisine,Wein.,218000.0,11200000.0,2013,11418000.0,haute cuisine
Before Midnight,SPC,8100000.0,3100000.0,2013,11200000.0,before midnight
Only God Forgives,RTWC,779000.0,9900000.0,2013,10679000.0,only god forgives
The Past,SPC,1300000.0,9300000.0,2013,10600000.0,the past
Love is All You Need,SPC,1600000.0,8400000.0,2013,10000000.0,love is all you need
Bullet to the Head,WB,9500000.0,18700000.0,2013,28200000.0,bullet to the head
Tyler Perry Presents Peeples,LGF,9200000.0,130000.0,2013,9330000.0,tyler perry presents peeples
Jerusalem,NGE,8000000.0,1300000.0,2013,9300000.0,jerusalem
The Fifth Estate,BV,3300000.0,5300000.0,2013,8600000.0,the fifth estate
Upside Down,MNE,105000.0,8000000.0,2013,8105000.0,upside down
Metallica Through the Never,PH,3400000.0,4600000.0,2013,8000000.0,metallica through the never
Pulling Strings,LGF,5800000.0,2000000.0,2013,7800000.0,pulling strings
Black Nativity,FoxS,7000000.0,436000.0,2013,7436000.0,black nativity
Blue Is the Warmest Color,IFC,2200000.0,5200000.0,2013,7400000.0,blue is the warmest color
Unfinished Song,Wein.,1700000.0,5300000.0,2013,7000000.0,unfinished song
The Angels' Share,IFC,347000.0,6700000.0,2013,7047000.0,the angels share
The Spectacular Now,A24,6900000.0,18700000.0,2013,25600000.0,the spectacular now
The Sweeney,EOne,26700.0,6300000.0,2013,6326700.0,the sweeney
Believe,ORF,6200000.0,18700000.0,2013,24900000.0,believe
Closed Circuit,Focus,5800000.0,18700000.0,2013,24500000.0,closed circuit
Populaire,Wein.,179000.0,5300000.0,2013,5479000.0,populaire
Broken Circle Breakdown,Trib.,175000.0,5300000.0,2013,5475000.0,broken circle breakdown
Fists of Legend,CJ,134000.0,5300000.0,2013,5434000.0,fists of legend
Chennai Express,UTV,5300000.0,18700000.0,2013,24000000.0,chennai express
20 Feet from Stardom,RTWC,4900000.0,18700000.0,2013,23600000.0,20 feet from stardom
Oldboy (2013),FD,2200000.0,2700000.0,2013,4900000.0,oldboy
Commitment,WGUSA,76500.0,4500000.0,2013,4576500.0,commitment
White Elephant,Strand,8900.0,4400000.0,2013,4408900.0,white elephant
Much Ado About Nothing (2013),RAtt.,4300000.0,18700000.0,2013,23000000.0,much ado about nothing
Frances Ha,IFC,4099999.0,18700000.0,2013,22799999.0,frances ha
You Will Be My Son,Cohen,285000.0,3600000.0,2013,3885000.0,you will be my son
Yeh Jawaani Hai Deewani,Eros,3800000.0,18700000.0,2013,22500000.0,yeh jawaani hai deewani
Pieta,Drft.,22100.0,3600000.0,2013,3622100.0,pieta
Mental,Da.,17700.0,3600000.0,2013,3617700.0,mental
The To-Do List,CBS,3500000.0,74600.0,2013,3574600.0,the todo list
Mr. Nobody,Magn.,3600.0,3500000.0,2013,3503600.0,mr nobody
Emperor,RAtt.,3300000.0,18700000.0,2013,22000000.0,emperor
Stand Up Guys,LGF,3300000.0,18700000.0,2013,22000000.0,stand up guys
In a World,RAtt.,3000000.0,18700000.0,2013,21700000.0,in a world
Ram-Leela,Eros,2700000.0,18700000.0,2013,21400000.0,ramleela
Capital,Cohen,102000.0,2400000.0,2013,2502000.0,capital
The East,FoxS,2300000.0,99700.0,2013,2399700.0,the east
I'm In Love With a Church Girl,HTR,2400000.0,18700000.0,2013,21100000.0,im in love with a church girl
No (2013),SPC,2300000.0,18700000.0,2013,21000000.0,no
Renoir,Gold.,2300000.0,18700000.0,2013,21000000.0,renoir
The Christmas Candle,ELS,2300000.0,18700000.0,2013,21000000.0,the christmas candle
Reality (2013),Osci.,72600.0,2200000.0,2013,2272600.0,reality
Krrish 3,Eros,2200000.0,18700000.0,2013,20900000.0,krrish 3
Austenland,SPC,2200000.0,18700000.0,2013,20900000.0,austenland
The Sorcerer and the White Snake,Magn.,18800.0,2100000.0,2013,2118800.0,the sorcerer and the white snake
The Iceman (2013),MNE,2000000.0,18700000.0,2013,20700000.0,the iceman
Fill the Void,SPC,1800000.0,18700000.0,2013,20500000.0,fill the void
Starbuck (U.S. only),E1,340000.0,1300000.0,2013,1640000.0,starbuck
Bhaag Milkha Bhaag,Relbig.,1600000.0,18700000.0,2013,20300000.0,bhaag milkha bhaag
Therese,MPI,102000.0,1500000.0,2013,1602000.0,therese
Stories We Tell,RAtt.,1600000.0,18700000.0,2013,20300000.0,stories we tell
Lovelace,RTWC,357000.0,1200000.0,2013,1557000.0,lovelace
Race 2,UTV,1600000.0,18700000.0,2013,20300000.0,race 2
Disconnect,LD,1400000.0,18700000.0,2013,20100000.0,disconnect
Girl Most Likely,RAtt.,1400000.0,18700000.0,2013,20100000.0,girl most likely
Wadjda (U.S. only),SPC,1300000.0,18700000.0,2013,20000000.0,wadjda
The Kings of Summer,CBS,1300000.0,18700000.0,2013,20000000.0,the kings of summer
The Invisible Woman,SPC,1200000.0,18700000.0,2013,19900000.0,the invisible woman
Violeta Went to Heaven,KL,21500.0,1200000.0,2013,1221500.0,violeta went to heaven
Romeo and Juliet (2013),Rela.,1200000.0,18700000.0,2013,19900000.0,romeo and juliet
Still Mine,Gold.,1200000.0,18700000.0,2013,19900000.0,still mine
The Wall (2013),MBox,38700.0,1100000.0,2013,1138700.0,the wall
Kai Po Che,UTV,1100000.0,18700000.0,2013,19800000.0,kai po che
What Maisie Knew,MNE,1100000.0,18700000.0,2013,19800000.0,what maisie knew
Thanks for Sharing,RAtt.,1100000.0,18700000.0,2013,19800000.0,thanks for sharing
Ain't Them Bodies Saints,IFC,397000.0,635000.0,2013,1032000.0,aint them bodies saints
Kill Your Darlings,SPC,1000000.0,18700000.0,2013,19700000.0,kill your darlings
Short Term 12,Cdgm.,1000000.0,18700000.0,2013,19700000.0,short term 12
Ginger & Rosa,A24,1000000.0,18700000.0,2013,19700000.0,ginger rosa
Lore,MBox,970000.0,18700000.0,2013,19670000.0,lore
Raanjhana,Eros,903000.0,18700000.0,2013,19603000.0,raanjhana
Generation Iron,TVC,850000.0,18700000.0,2013,19550000.0,generation iron
The Monk,ATO,13500.0,794000.0,2013,807500.0,the monk
Satyagraha,UTV,739000.0,18700000.0,2013,19439000.0,satyagraha
Hannah Arendt,Zeit.,717000.0,18700000.0,2013,19417000.0,hannah arendt
Besharam,Relbig.,680000.0,18700000.0,2013,19380000.0,besharam
Salinger,Wein.,584000.0,67000.0,2013,651000.0,salinger
The Hunt,Magn.,613000.0,18700000.0,2013,19313000.0,the hunt
Walking the Camino: Six Ways to Santiago,FEF,613000.0,18700000.0,2013,19313000.0,walking the camino six ways to santiago
To The Wonder,Magn.,588000.0,18700000.0,2013,19288000.0,to the wonder
Lootera,Eros,582000.0,18700000.0,2013,19282000.0,lootera
Museum Hours,CGld,561000.0,18700000.0,2013,19261000.0,museum hours
The Reluctant Fundamentalist,IFC,553000.0,18700000.0,2013,19253000.0,the reluctant fundamentalist
You Ain't Seen Nothin' Yet,KL,18900.0,488000.0,2013,506900.0,you aint seen nothin yet
The Inevitable Defeat of Mister and Pete,LGF,495000.0,18700000.0,2013,19195000.0,the inevitable defeat of mister and pete
Act of Killing,Drft.,487000.0,18700000.0,2013,19187000.0,act of killing
Sound City,Vari.,423000.0,18700000.0,2013,19123000.0,sound city
Shadow Dancer,Magn.,101000.0,319000.0,2013,420000.0,shadow dancer
A Hijacking,Magn.,414000.0,18700000.0,2013,19114000.0,a hijacking
Grand Masti,Eros,414000.0,18700000.0,2013,19114000.0,grand masti
Phata Poster Nikla Hero,Eros,411000.0,18700000.0,2013,19111000.0,phata poster nikla hero
The Armstrong Lie,SPC,383000.0,18700000.0,2013,19083000.0,the armstrong lie
Tai Chi Hero,WGUSA,35100.0,347000.0,2013,382100.0,tai chi hero
At Any Price,SPC,381000.0,18700000.0,2013,19081000.0,at any price
Shootout at Wadala,Eros,370000.0,18700000.0,2013,19070000.0,shootout at wadala
Gori Tere Pyaar Mein,Relbig.,342000.0,18700000.0,2013,19042000.0,gori tere pyaar mein
Adore,EXCL,319000.0,18700000.0,2013,19019000.0,adore
A Bottle in the Gaza Sea,FM,5900.0,306000.0,2013,311900.0,a bottle in the gaza sea
Go Goa Gone,Eros,298000.0,18700000.0,2013,18998000.0,go goa gone
Blancanieves,Cohen,280000.0,18700000.0,2013,18980000.0,blancanieves
Himmatwala,UTV,271000.0,18700000.0,2013,18971000.0,himmatwala
Great Expectations (2013),MSF,259000.0,18700000.0,2013,18959000.0,great expectations
The Silence,MBox,100000.0,132000.0,2013,232000.0,the silence
Singh Saab The Great,Eros,226000.0,18700000.0,2013,18926000.0,singh saab the great
ABCD (Any Body Can Dance),UTV,222000.0,18700000.0,2013,18922000.0,abcd
Arthur Newman,Cdgm.,208000.0,18700000.0,2013,18908000.0,arthur newman
Ghanchakkar,UTV,203000.0,18700000.0,2013,18903000.0,ghanchakkar
Midnight's Children,P/108,190000.0,18700000.0,2013,18890000.0,midnights children
R... Rajkumar,Eros,167000.0,18700000.0,2013,18867000.0,r rajkumar
We Steal Secrets: The Story of Wikileaks,FCW,166000.0,18700000.0,2013,18866000.0,we steal secrets the story of wikileaks
The Patience Stone,SPC,149000.0,18700000.0,2013,18849000.0,the patience stone
Rangeelay,Eros,148000.0,18700000.0,2013,18848000.0,rangeelay
Drug War,Vari.,128000.0,18700000.0,2013,18828000.0,drug war
Beyond the Hills,IFC,125000.0,18700000.0,2013,18825000.0,beyond the hills
Storm Surfers 3D,XL,117000.0,18700000.0,2013,18817000.0,storm surfers 3d
Yossi,Strand,117000.0,18700000.0,2013,18817000.0,yossi
Spinning Plates,TFA,112000.0,18700000.0,2013,18812000.0,spinning plates
Ek Thi Daayan,Eros,112000.0,18700000.0,2013,18812000.0,ek thi daayan
The English Teacher,Cdgm.,105000.0,18700000.0,2013,18805000.0,the english teacher
Man of Tai Chi,RTWC,100000.0,18700000.0,2013,18800000.0,man of tai chi
Passion,EOne,92200.0,18700000.0,2013,18792200.0,passion
Byzantium,IFC,89200.0,18700000.0,2013,18789200.0,byzantium
The Rooftop,WGUSA,85800.0,18700000.0,2013,18785800.0,the rooftop
We Are What We Are,EOne,81400.0,18700000.0,2013,18781400.0,we are what we are
Stuck in Love,MNE,81100.0,18700000.0,2013,18781100.0,stuck in love
More Than Honey,KL,79800.0,18700000.0,2013,18779800.0,more than honey
Caesar Must Die,AF,76900.0,18700000.0,2013,18776900.0,caesar must die
Leviathan (2013),CGld,76200.0,18700000.0,2013,18776200.0,leviathan
No One Lives,Anch.,74900.0,18700000.0,2013,18774900.0,no one lives
War Witch,Trib.,70500.0,18700000.0,2013,18770500.0,war witch
The Pervert's Guide to Ideology,Zeit.,68000.0,18700000.0,2013,18768000.0,the perverts guide to ideology
My Lucky Star,CL,64400.0,18700000.0,2013,18764400.0,my lucky star
Becoming Traviata,Distrib.,62700.0,18700000.0,2013,18762700.0,becoming traviata
Sightseers,IFC,61800.0,18700000.0,2013,18761800.0,sightseers
The Canyons,IFC,56800.0,18700000.0,2013,18756800.0,the canyons
Table No. 21,Eros,46700.0,18700000.0,2013,18746700.0,table no 21
Wish You Were Here (2013),EOne,46300.0,18700000.0,2013,18746300.0,wish you were here
