id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year,title_norm,month
75,2000-11-22,Unbreakable,73243106.0,94999143.0,248099143.0,3.387337819889834,174856037.0,2000,unbreakable,11
76,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000.0,148213377.0,162870525.0,2.231103082191781,89870525.0,2006,talladega nights the ballad of ricky bobby,8
77,2016-05-20,The Angry Birds Movie,73000000.0,107509366.0,352327887.0,4.826409410958904,279327887.0,2016,the angry birds movie,5
78,1998-08-07,Snake Eyes,73000000.0,55591409.0,103891409.0,1.4231699863013698,30891409.0,1998,snake eyes,8
79,1998-02-13,Sphere,73000000.0,37068294.0,50168294.0,0.687236904109589,-22831706.0,1998,sphere,2
80,2007-07-27,The Simpsons Movie,72500000.0,183135014.0,527071022.0,7.269945131034483,454571022.0,2007,the simpsons movie,7
81,2008-02-08,Fool's Gold,72500000.0,70231041.0,109362966.0,1.5084547034482758,36862966.0,2008,fools gold,2
82,2009-07-31,Funny People,72500000.0,51855045.0,71880305.0,0.9914524827586206,-619695.0,2009,funny people,7
83,2007-09-28,The Kingdom,72500000.0,47467250.0,86509602.0,1.1932358896551725,14009602.0,2007,the kingdom,9
84,2001-06-22,Dr. Dolittle 2,72000000.0,112950721.0,176101721.0,2.4458572361111113,104101721.0,2001,dr dolittle 2,6
85,1995-05-24,Braveheart,72000000.0,75545647.0,209045244.0,2.9034061666666666,137045244.0,1995,braveheart,5
86,2005-11-04,Jarhead,72000000.0,62647540.0,96947540.0,1.3464936111111112,24947540.0,2005,jarhead,11
87,2001-04-27,Driven,72000000.0,32616869.0,54616869.0,0.758567625,-17383131.0,2001,driven,4
88,2001-12-21,The Majestic,72000000.0,27796042.0,37306334.0,0.5181435277777777,-34693666.0,2001,the majestic,12
89,2004-06-25,Two Brothers,72000000.0,19176754.0,62176754.0,0.8635660277777778,-9823246.0,2004,two brothers,6
90,2004-07-30,The Village,71682975.0,114197520.0,257641634.0,3.594181658894598,185958659.0,2004,the village,7
91,1998-06-26,Doctor Dolittle,71500000.0,144156605.0,294156605.0,4.114078391608391,222656605.0,1998,doctor dolittle,6
92,2002-08-02,Signs,70702619.0,227969295.0,408269295.0,5.774457874042827,337566676.0,2002,signs,8
93,2004-05-19,Shrek 2,70000000.0,441226247.0,937008132.0,13.385830457142857,867008132.0,2004,shrek 2,5
94,2006-06-09,Cars,70000000.0,244082982.0,461651246.0,6.5950178,391651246.0,2006,cars,6
95,2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000.0,219614612.0,443483213.0,6.335474471428571,373483213.0,2009,alvin and the chipmunks the squeakquel,12
96,1988-06-22,Who Framed Roger Rabbit?,70000000.0,154112492.0,351500000.0,5.021428571428571,281500000.0,1988,who framed roger rabbit,6
97,1999-07-30,Runaway Bride,70000000.0,152257509.0,310138178.0,4.4305454,240138178.0,1999,runaway bride,7
98,2002-08-09,xXx,70000000.0,141930000.0,267200000.0,3.817142857142857,197200000.0,2002,xxx,8
99,2018-06-08,Oceanâs 8,70000000.0,140218711.0,297115976.0,4.244513942857143,227115976.0,2018,oceans 8,6
100,1996-11-08,Ransom,70000000.0,136492681.0,308700000.0,4.41,238700000.0,1996,ransom,11
1,2009-08-21,Inglourious Basterds,70000000.0,120774594.0,316915264.0,4.5273609142857145,246915264.0,2009,inglourious basterds,8
2,1991-12-11,Hook,70000000.0,119654823.0,300854823.0,4.297926042857143,230854823.0,1991,hook,12
3,1990-07-03,Die Hard 2,70000000.0,117323878.0,239814025.0,3.4259146428571428,169814025.0,1990,die hard 2,7
4,2003-08-08,S.W.A.T.,70000000.0,116877597.0,207154748.0,2.959353542857143,137154748.0,2003,swat,8
5,2017-11-10,Daddyâs Home 2,70000000.0,104029443.0,175807183.0,2.511531185714286,105807183.0,2017,daddys home 2,11
6,1999-11-19,Sleepy Hollow,70000000.0,101068340.0,207068340.0,2.958119142857143,137068340.0,1999,sleepy hollow,11
7,2001-12-14,Vanilla Sky,70000000.0,100614858.0,202726605.0,2.8960943571428572,132726605.0,2001,vanilla sky,12
8,1997-06-13,Hercules,70000000.0,99112101.0,250700000.0,3.5814285714285714,180700000.0,1997,hercules,6
9,2013-03-22,Olympus Has Fallen,70000000.0,98927592.0,172878928.0,2.4696989714285715,102878928.0,2013,olympus has fallen,3
10,2011-03-11,Battle: Los Angeles,70000000.0,83552429.0,213463976.0,3.0494853714285712,143463976.0,2011,battle los angeles,3
11,2004-08-13,AVP: Alien Vs. Predator,70000000.0,80281096.0,172543519.0,2.4649074142857144,102543519.0,2004,avp alien vs predator,8
12,2011-12-25,War Horse,70000000.0,79883359.0,156815529.0,2.2402218428571428,86815529.0,2011,war horse,12
13,2002-03-01,We Were Soldiers,70000000.0,78120196.0,114658262.0,1.6379751714285715,44658262.0,2002,we were soldiers,3
14,2014-02-07,The Monuments Men,70000000.0,78031620.0,158702748.0,2.2671821142857143,88702748.0,2014,the monuments men,2
15,2016-09-23,Storks,70000000.0,72679278.0,183353431.0,2.6193347285714284,113353431.0,2016,storks,9
16,1998-12-11,Star Trek: Insurrection,70000000.0,70187658.0,117800000.0,1.6828571428571428,47800000.0,1998,star trek insurrection,12
17,2003-12-10,Big Fish,70000000.0,66432867.0,123954323.0,1.7707760428571429,53954323.0,2003,big fish,12
18,1994-06-17,Wolf,70000000.0,65011757.0,131011757.0,1.8715965285714287,61011757.0,1994,wolf,6
19,2012-01-20,Underworld: Awakening,70000000.0,62321039.0,160379930.0,2.2911418571428572,90379930.0,2012,underworld awakening,1
20,2017-09-22,The Lego Ninjago Movie,70000000.0,59281555.0,122737201.0,1.7533885857142857,52737201.0,2017,the lego ninjago movie,9
21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,3.1463103285714284,150241723.0,2014,dracula untold,10
22,2006-09-29,The Guardian,70000000.0,55011732.0,94973540.0,1.3567648571428572,24973540.0,2006,the guardian,9
23,1989-08-09,The Abyss,70000000.0,54243125.0,54243125.0,0.7749017857142857,-15756875.0,1989,the abyss,8
24,2010-09-24,Wall Street 2: Money Never Sleeps,70000000.0,52474616.0,137431619.0,1.9633088428571428,67431619.0,2010,wall street 2 money never sleeps,9
25,2011-01-14,The Dilemma,70000000.0,48475290.0,70546865.0,1.0078123571428572,546865.0,2011,the dilemma,1
26,2005-12-25,Rumor Has It,70000000.0,42996140.0,88933562.0,1.270479457142857,18933562.0,2005,rumor has it,12
27,1998-11-06,The Siege,70000000.0,40934175.0,116625798.0,1.6660828285714286,46625798.0,1998,the siege,11
28,2007-08-10,Stardust,70000000.0,38634938.0,137022245.0,1.9574606428571428,67022245.0,2007,stardust,8
29,2012-06-15,Rock of Ages,70000000.0,38518613.0,61031932.0,0.8718847428571429,-8968068.0,2012,rock of ages,6
30,1997-10-08,Seven Years in Tibet,70000000.0,37945884.0,131445884.0,1.8777983428571428,61445884.0,1997,seven years in tibet,10
31,2004-09-17,Sky Captain and the World of Tomorrow,70000000.0,37760080.0,49730854.0,0.7104407714285714,-20269146.0,2004,sky captain and the world of tomorrow,9
32,2007-09-14,The Brave One,70000000.0,36793804.0,69792704.0,0.9970386285714286,-207296.0,2007,the brave one,9
33,2002-11-01,I Spy,70000000.0,33561137.0,60279822.0,0.8611403142857142,-9720178.0,2002,i spy,11
34,2002-06-07,Bad Company,70000000.0,30157016.0,69157016.0,0.9879573714285714,-842984.0,2002,bad company,6
35,2005-10-21,Doom,70000000.0,28212337.0,58757178.0,0.8393882571428571,-11242822.0,2005,doom,10
36,2016-01-29,The Finest Hours,70000000.0,27569558.0,49252761.0,0.7036108714285715,-20747239.0,2016,the finest hours,1
37,2013-10-18,Escape Plan,70000000.0,25135965.0,103735965.0,1.4819423571428572,33735965.0,2013,escape plan,10
38,2011-09-23,Killer Elite,70000000.0,25124986.0,65409046.0,0.9344149428571429,-4590954.0,2011,killer elite,9
39,1998-01-16,Hard Rain,70000000.0,19870567.0,19870567.0,0.2838652428571429,-50129433.0,1998,hard rain,1
40,2002-02-15,Hart's War,70000000.0,19076815.0,33076815.0,0.47252592857142856,-36923185.0,2002,harts war,2
41,2002-02-08,Rollerball,70000000.0,18990542.0,25852508.0,0.36932154285714286,-44147492.0,2002,rollerball,2
42,2014-01-10,The Legend of Hercules,70000000.0,18848538.0,58953319.0,0.8421902714285714,-11046681.0,2014,the legend of hercules,1
43,2007-04-27,Next,70000000.0,18211013.0,73591500.0,1.0513071428571428,3591500.0,2007,next,4
44,2002-09-20,Ballistic: Ecks vs. Sever,70000000.0,14294842.0,14294842.0,0.20421202857142856,-55705158.0,2002,ballistic ecks vs sever,9
45,2001-08-10,Osmosis Jones,70000000.0,13596911.0,13596911.0,0.1942415857142857,-56403089.0,2001,osmosis jones,8
46,2014-05-09,Legends of Oz: Dorothyâs Return,70000000.0,8462347.0,20107933.0,0.28725618571428574,-49892067.0,2014,legends of oz dorothys return,5
47,2015-01-16,Blackhat,70000000.0,8005980.0,19665004.0,0.2809286285714286,-50334996.0,2015,blackhat,1
48,2006-03-31,Basic Instinct 2,70000000.0,5946136.0,35417162.0,0.5059594571428572,-34582838.0,2006,basic instinct 2,3
49,2010-05-28,Agora,70000000.0,619423.0,38992292.0,0.5570327428571429,-31007708.0,2010,agora,5
50,2010-07-09,Despicable Me,69000000.0,251513985.0,543464573.0,7.87629815942029,474464573.0,2010,despicable me,7
51,2010-07-30,Dinner for Schmucks,69000000.0,73026337.0,86796502.0,1.2579203188405796,17796502.0,2010,dinner for schmucks,7
52,2018-03-02,Red Sparrow,69000000.0,46874505.0,145951861.0,2.1152443623188404,76951861.0,2018,red sparrow,3
53,2010-06-30,The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,10.383865117647058,638102828.0,2010,the twilight saga eclipse,6
54,2002-05-31,The Sum of All Fears,68000000.0,118471320.0,193500000.0,2.8455882352941178,125500000.0,2002,the sum of all fears,5
55,2015-06-26,Ted 2,68000000.0,81476385.0,217214143.0,3.194325632352941,149214143.0,2015,ted 2,6
56,2001-07-13,The Score,68000000.0,71069884.0,113542091.0,1.6697366323529412,45542091.0,2001,the score,7
57,2011-02-25,Hall Pass,68000000.0,45060734.0,87173475.0,1.281962867647059,19173475.0,2011,hall pass,2
58,1995-11-22,Money Train,68000000.0,35324232.0,77224232.0,1.1356504705882353,9224232.0,1995,money train,11
59,2003-03-21,Dreamcatcher,68000000.0,33685268.0,75685268.0,1.1130186470588235,7685268.0,2003,dreamcatcher,3
60,1999-08-06,Mystery Men,68000000.0,29762011.0,33462011.0,0.4920883970588235,-34537989.0,1999,mystery men,8
61,1999-11-05,The Insider,68000000.0,28965197.0,60265197.0,0.8862528970588235,-7734803.0,1999,the insider,11
62,2017-12-22,Downsizing,68000000.0,24449754.0,54462971.0,0.800926044117647,-13537029.0,2017,downsizing,12
63,2012-03-02,Doctor Seuss' The Lorax,67500000.0,214030500.0,350976753.0,5.1996556,283476753.0,2012,doctor seuss the lorax,3
64,2008-10-10,Body of Lies,67500000.0,39394666.0,118556530.0,1.756393037037037,51056530.0,2008,body of lies,10
65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,2.036884888888889,69989730.0,2012,abraham lincoln vampire hunter,6
66,1996-09-20,Last Man Standing,67000000.0,18115927.0,18115927.0,0.2703869701492537,-48884073.0,1996,last man standing,9
67,2007-08-17,The Last Legion,67000000.0,5932060.0,25357771.0,0.3784741940298507,-41642229.0,2007,the last legion,8
68,1999-04-30,Entrapment,66000000.0,87707396.0,211700000.0,3.2075757575757575,145700000.0,1999,entrapment,4
69,1998-06-19,The X Files: Fight the Future,66000000.0,83898313.0,189176423.0,2.8663094393939392,123176423.0,1998,the x files fight the future,6
70,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,2.9419639242424243,128169619.0,2014,need for speed,3
71,1998-07-24,Saving Private Ryan,65000000.0,216335085.0,485035085.0,7.46207823076923,420035085.0,1998,saving private ryan,7
72,2000-12-15,What Women Want,65000000.0,182805123.0,374105123.0,5.755463430769231,309105123.0,2000,what women want,12
73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,4.2053274,208346281.0,2012,lincoln,11
74,2002-03-15,Ice Age,65000000.0,176387405.0,386116343.0,5.940251430769231,321116343.0,2002,ice age,3
75,1995-06-30,Apollo 13,65000000.0,173772767.0,335802271.0,5.166188784615384,270802271.0,1995,apollo 13,6
76,1999-03-31,The Matrix,65000000.0,171479930.0,463517383.0,7.131036661538461,398517383.0,1999,the matrix,3
77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,8.108922492307693,462079962.0,2018,hotel transylvania 3 summer vacation,7
78,2012-12-25,Les Miserables,65000000.0,148809770.0,442169052.0,6.8026008,377169052.0,2012,les miserables,12
79,2002-11-01,The Santa Clause 2,65000000.0,139225854.0,172825854.0,2.6588592923076924,107825854.0,2002,the santa clause 2,11
80,1990-06-01,Total Recall,65000000.0,119394839.0,261400000.0,4.021538461538461,196400000.0,1990,total recall,6
81,1998-12-18,You've Got Mail,65000000.0,115821495.0,250800000.0,3.8584615384615386,185800000.0,1998,youve got mail,12
82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,2.515812676923077,98527824.0,2014,unbroken,12
83,2015-06-05,Spy!,65000000.0,110825712.0,232585748.0,3.578242276923077,167585748.0,2015,spy,6
84,2010-11-05,Due Date,65000000.0,100539043.0,211739043.0,3.2575237384615385,146739043.0,2010,due date,11
85,2008-07-25,Step Brothers,65000000.0,100468793.0,128468793.0,1.9764429692307692,63468793.0,2008,step brothers,7
86,1995-12-15,Jumanji,65000000.0,100458310.0,262758310.0,4.042435538461539,197758310.0,1995,jumanji,12
87,1998-07-17,The Mask of Zorro,65000000.0,93828745.0,233700000.0,3.5953846153846154,168700000.0,1998,the mask of zorro,7
88,2000-08-04,Space Cowboys,65000000.0,90454043.0,128874043.0,1.9826775846153846,63874043.0,2000,space cowboys,8
89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,2.151225,74829625.0,2014,annie,12
90,1993-05-28,Cliffhanger,65000000.0,84049211.0,255000000.0,3.923076923076923,190000000.0,1993,cliffhanger,5
91,2016-08-12,Peteâs Dragon,65000000.0,76233151.0,137768975.0,2.1195226923076924,72768975.0,2016,petes dragon,8
92,1996-02-09,Broken Arrow,65000000.0,70645997.0,148345997.0,2.2822461076923077,83345997.0,1996,broken arrow,2
93,2006-08-09,World Trade Center,65000000.0,70278893.0,163295654.0,2.5122408307692305,98295654.0,2006,world trade center,8
94,2000-07-07,The Kid,65000000.0,69688384.0,69688384.0,1.0721289846153845,4688384.0,2000,the kid,7
95,2003-12-19,Mona Lisa Smile,65000000.0,63803100.0,141205169.0,2.1723872153846155,76205169.0,2003,mona lisa smile,12
96,2012-05-16,The Dictator,65000000.0,59650222.0,180148897.0,2.7715214923076923,115148897.0,2012,the dictator,5
97,1999-07-16,Eyes Wide Shut,65000000.0,55691208.0,104267443.0,1.6041145076923078,39267443.0,1999,eyes wide shut,7
98,2012-02-17,This Means War,65000000.0,54760791.0,156974557.0,2.4149931846153847,91974557.0,2012,this means war,2
99,2015-02-27,Focus,65000000.0,53862963.0,168065700.0,2.585626153846154,103065700.0,2015,focus,2
100,2004-12-08,Blade: Trinity,65000000.0,52397389.0,131353165.0,2.020817923076923,66353165.0,2004,blade trinity,12
1,2012-11-21,Red Dawn,65000000.0,44806783.0,48164150.0,0.740986923076923,-16835850.0,2012,red dawn,11
2,2006-12-22,We Are Marshall,65000000.0,43545364.0,43545364.0,0.6699286769230769,-21454636.0,2006,we are marshall,12
3,2015-09-18,Everest,65000000.0,43482270.0,221297061.0,3.404570169230769,156297061.0,2015,everest,9
4,2012-09-14,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,3.7022712153846156,175647629.0,2012,resident evil retribution,9
5,1998-03-20,Primary Colors,65000000.0,39017984.0,39017984.0,0.600276676923077,-25982016.0,1998,primary colors,3
6,1999-10-15,Fight Club,65000000.0,37030102.0,100851705.0,1.5515646923076922,35851705.0,1999,fight club,10
7,2008-08-22,Death Race,65000000.0,36316032.0,72516819.0,1.1156433692307692,7516819.0,2008,death race,8
8,1996-10-11,The Long Kiss Goodnight,65000000.0,33447612.0,33447612.0,0.5145786461538462,-31552388.0,1996,the long kiss goodnight,10
9,2000-12-08,Proof of Life,65000000.0,32598931.0,62761005.0,0.9655539230769231,-2238995.0,2000,proof of life,12
10,2005-11-11,Zathura,65000000.0,28045540.0,58545540.0,0.9007006153846154,-6454460.0,2005,zathura,11
11,2003-11-26,The Missing,65000000.0,26900336.0,38253433.0,0.5885143538461538,-26746567.0,2003,the missing,11
12,2005-01-14,Elektra,65000000.0,24409722.0,56824633.0,0.8742251230769231,-8175367.0,2005,elektra,1
13,2009-10-23,Astro Boy,65000000.0,19551067.0,41636243.0,0.6405575846153846,-23363757.0,2009,astro boy,10
14,2014-01-24,"I, Frankenstein",65000000.0,19075290.0,74575290.0,1.147312153846154,9575290.0,2014,i frankenstein,1
15,1991-05-24,Hudson Hawk,65000000.0,17218916.0,17218916.0,0.2649064,-47781084.0,1991,hudson hawk,5
16,2014-08-22,Sin City: A Dame to Kill For,65000000.0,13757804.0,40650842.0,0.6253975692307693,-24349158.0,2014,sin city a dame to kill for,8
17,2016-12-25,Live by Night,65000000.0,10378555.0,21774432.0,0.33499126153846154,-43225568.0,2016,live by night,12
18,2000-10-27,Lucky Numbers,65000000.0,10014234.0,10014234.0,0.15406513846153846,-54985766.0,2000,lucky numbers,10
19,2005-09-23,Oliver Twist,65000000.0,2070920.0,26670920.0,0.41032184615384615,-38329080.0,2005,oliver twist,9
20,2015-09-04,Tian jiang xiong shi,65000000.0,74070.0,122519874.0,1.8849211384615385,57519874.0,2015,tian jiang xiong shi,9
21,2018-10-26,Air Strike,65000000.0,0.0,516279.0,0.007942753846153847,-64483721.0,2018,air strike,10
22,2006-07-14,Little Man,64000000.0,58636047.0,101636047.0,1.588063234375,37636047.0,2006,little man,7
23,1999-10-08,Random Hearts,64000000.0,31054924.0,63200000.0,0.9875,-800000.0,1999,random hearts,10
24,2006-12-27,Perfume: The Story of a Murderer,63700000.0,2223293.0,133603463.0,2.0973856043956043,69903463.0,2006,perfume the story of a murderer,12
25,1993-06-11,Jurassic Park,63000000.0,395708305.0,1038812584.0,16.489088634920634,975812584.0,1993,jurassic park,6
26,2002-07-25,Austin Powers in Goldmember,63000000.0,213117789.0,296338663.0,4.703788301587301,233338663.0,2002,austin powers in goldmember,7
27,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,2.994564968253968,125657593.0,2011,hop,4
28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,1.0842879365079365,5310140.0,2017,american assassin,9
29,1994-06-24,Wyatt Earp,63000000.0,25052000.0,25052000.0,0.39765079365079364,-37948000.0,1994,wyatt earp,6
30,1994-08-03,Clear and Present Danger,62000000.0,122012656.0,207500000.0,3.346774193548387,145500000.0,1994,clear and present danger,8
31,2000-04-21,U-571,62000000.0,77086030.0,127630030.0,2.058548870967742,65630030.0,2000,u571,4
32,1995-11-17,The American President,62000000.0,60022813.0,107822813.0,1.739077629032258,45822813.0,1995,the american president,11
33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2.384917516129032,85864886.0,2015,the hateful eight,12
34,2008-06-20,The Love Guru,62000000.0,32235793.0,40159017.0,0.6477260806451612,-21840983.0,2008,the love guru,6
35,2001-02-23,3000 Miles to Graceland,62000000.0,15738632.0,18708848.0,0.30175561290322583,-43291152.0,2001,3000 miles to graceland,2
36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,6.042085065573771,307567189.0,2014,gone girl,10
37,2007-03-30,Blades of Glory,61000000.0,118594548.0,145594548.0,2.386795868852459,84594548.0,2007,blades of glory,3
38,2015-09-18,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,5.09124855737705,249566162.0,2015,maze runner the scorch trials,9
39,2013-08-02,2 Guns,61000000.0,75612460.0,132493015.0,2.172016639344262,71493015.0,2013,2 guns,8
40,2018-01-26,Maze Runner: The Death Cure,61000000.0,58032443.0,265878536.0,4.358664524590164,204878536.0,2018,maze runner the death cure,1
